sid	nid	size	dilated_size	scaling	magnification	image_type	Channel	Nuclei	x	y	z	Value	FWHM	SNR	NSNR	Label	SNR2	Value2
1	6	4677	8732	0.25575	20x	dw	a647	0	79.232	261.176	54.178000000000004	15.437999999999999	1.406	2.674	-1.0	0	2.45875081349099	60.363636363636395
1	89	10436	20499	0.25575	20x	dw	a647	0	336.139	207.90900000000002	54.00899999999999	15.427	1.386	9.176	-1.0	0	11.471246149356698	60.3206256109482
1	84	7434	14410	0.25575	20x	dw	a647	0	307.58099999999996	22.029	54.793	15.412	1.021	12.128	-1.0	0	7.95686604234804	60.261974584555205
1	84	7434	14410	0.25575	20x	dw	a647	11	330.87699999999995	36.226	56.117	15.357000000000001	1.0959999999999999	18.054000000000002	10.383	0	11.5823947488579	60.0469208211144
1	116	6376	11709	0.25575	20x	dw	a647	0	424.976	177.231	56.068999999999996	15.269	1.3	8.275	-1.0	0	8.04893598870334	59.702834799609
1	6	4677	8732	0.25575	20x	dw	a647	69	52.843	259.459	52.765	15.255	1.525	6.274	12.456	0	3.3302201379153598	59.6480938416422
1	97	3600	9440	0.25575	20x	dw	a647	0	337.909	154.234	56.045	15.107999999999999	1.321	15.842	-1.0	0	11.625336477077198	59.0733137829912
1	7	8570	15948	0.25575	20x	dw	a647	0	66.143	226.172	55.882	15.067	1.386	66.67399999999999	-1.0	0	53.2564314248931	58.9130009775171
1	100	6930	11930	0.25575	20x	dw	a647	100	370.81800000000004	400.534	52.86	14.982999999999999	1.139	8.837	12.194	0	6.56672703068337	58.5845552297165
1	94	3970	7457	0.25575	20x	dw	a647	0	404.759	17.843	50.986000000000004	14.867	1.406	35.869	-1.0	0	7.703675446601469	58.1309872922776
1	153	5264	9672	0.25575	20x	dw	a647	0	609.882	450.405	49.044	14.798	1.514	13.197000000000001	-1.0	0	11.227933786270599	57.861192570869996
1	89	10436	20499	0.25575	20x	dw	a647	0	364.76	185.551	54.031000000000006	14.77	1.3	6.692	-1.0	0	6.69581272030542	57.7517106549365
1	7	8570	15948	0.25575	20x	dw	a647	69	59.995	240.905	56.027	14.732000000000001	1.321	23.509	10.712	0	22.864748063663804	57.603128054741
1	21	4421	8778	0.25575	20x	dw	a647	13	107.76100000000001	78.141	52.817	14.683	1.2890000000000001	55.281000000000006	11.911	0	30.5487213935825	57.4115347018573
1	63	6998	12637	0.25575	20x	dw	a647	0	273.365	640.731	49.108999999999995	14.673	1.589	14.774000000000001	-1.0	0	5.835032222995089	57.3724340175953
1	62	6307	12284	0.25575	20x	dw	a647	0	268.87	641.7769999999999	49.083999999999996	14.673	1.354	5.271	-1.0	0	5.48540362485596	57.3724340175953
1	18	11165	21464	0.25575	20x	dw	a647	13	76.35	69.262	56.05	14.577	1.17	22.125	11.014000000000001	0	4.9425956080120095	56.997067448680404
1	89	10436	20499	0.25575	20x	dw	a647	60	369.94300000000004	203.00900000000001	53.978	14.554	1.138	49.783	11.31	0	5.85323208523085	56.907135874877795
1	123	1679	2676	0.25575	20x	dw	a647	83	547.066	339.582	55.00899999999999	14.464	1.68	10.306	12.863	0	9.129093779501341	56.5552297165201
1	110	7916	11319	0.25575	20x	dw	a647	0	426.908	554.174	52.926	14.462	1.4169999999999998	44.625	-1.0	0	38.2971897373804	56.5474095796677
1	89	10436	20499	0.25575	20x	dw	a647	60	364.94300000000004	201.989	52.971000000000004	14.409	1.3319999999999999	3.8739999999999997	11.408	0	5.18824971550319	56.3401759530792
